epoch,loss,lr,mse,val_loss,val_mse
44,0.02905695140361786,1e-04,0.00965365581214428,0.027294442057609558,0.010056154802441597
45,0.029476283118128777,1e-04,0.009753003716468811,0.03488199785351753,0.012177431024610996
46,0.02929949015378952,1e-04,0.009255505166947842,0.02609339915215969,0.00919855386018753
47,0.028223024681210518,1e-04,0.008883235044777393,0.025439374148845673,0.008760115131735802
48,0.027512796223163605,1e-04,0.008584844879806042,0.026103831827640533,0.009412636049091816
49,0.0276000015437603,1e-04,0.008411607705056667,0.02497771754860878,0.008358682505786419
50,0.026985056698322296,1e-04,0.008144578896462917,0.028621481731534004,0.009058628231287003
51,0.025911845266819,1e-04,0.0076232897117733955,0.025269513949751854,0.007858719676733017
52,0.026597265154123306,1e-04,0.007691041566431522,0.02574254758656025,0.008031444624066353
53,0.0262086670845747,1e-04,0.00745727913454175,0.02376224473118782,0.007192426361143589
54,0.02538546919822693,1e-04,0.00722646526992321,0.025041500106453896,0.007223721593618393
55,0.02652493119239807,1e-04,0.007282163016498089,0.02222049981355667,0.006649164017289877
56,0.024759886786341667,1e-04,0.006724385544657707,0.023410065099596977,0.006915423087775707
57,0.025592194870114326,1e-04,0.006866117939352989,0.022235482931137085,0.006419336423277855
58,0.02466084249317646,1e-04,0.006497070658951998,0.031020959839224815,0.008997802622616291
59,0.023949479684233665,1e-04,0.006183265242725611,0.023372910916805267,0.0065585351549088955
60,0.02419128455221653,1e-04,0.006093929521739483,0.02307748608291149,0.00652715191245079
61,0.024313446134328842,1e-04,0.00612685177475214,0.024994447827339172,0.006448519881814718
62,0.02240930125117302,1e-04,0.005578358191996813,0.02168622612953186,0.006106439977884293
63,0.02305835671722889,1e-04,0.00561163853853941,0.021750621497631073,0.006130376365035772
64,0.02295619621872902,1e-04,0.005464641842991114,0.025461118668317795,0.006592260207980871
65,0.022768190130591393,1e-04,0.005483686458319426,0.02090820111334324,0.005988961551338434
66,0.01731608435511589,5e-05,0.004161371383816004,0.01703391969203949,0.004473765846341848
67,0.0174829363822937,5e-05,0.0040928577072918415,0.01701936684548855,0.004355459474027157
68,0.017097394913434982,5e-05,0.0039753904566168785,0.01740064099431038,0.004357124678790569
69,0.017044691368937492,5e-05,0.003929659258574247,0.017105674371123314,0.004368392284959555
70,0.017173634842038155,5e-05,0.003890328574925661,0.01684710942208767,0.004288893658667803
71,0.016739878803491592,5e-05,0.0037970857229083776,0.01645754463970661,0.004117685370147228
72,0.01708042435348034,5e-05,0.0038061088416725397,0.017136061564087868,0.004155268426984549
73,0.016310589388012886,5e-05,0.00364895723760128,0.016081910580396652,0.0041177948005497456
74,0.01633576489984989,5e-05,0.0036103299353271723,0.015661735087633133,0.003842865116894245
75,0.016294484958052635,5e-05,0.0035775017458945513,0.015470456331968307,0.0038104779087007046
76,0.016103746369481087,5e-05,0.0034981288481503725,0.015524475835263729,0.0037751905620098114
77,0.016253521665930748,5e-05,0.0034983884543180466,0.01609523594379425,0.0037566807586699724
78,0.016468405723571777,5e-05,0.0034981148783117533,0.01534169539809227,0.003656401066109538
79,0.015846269205212593,5e-05,0.003382290480658412,0.014973489567637444,0.003574358532205224
80,0.01555618830025196,5e-05,0.0033000099938362837,0.01542410347610712,0.003698025131598115
81,0.015459144487977028,5e-05,0.00325786997564137,0.01579798385500908,0.0036809074226766825
82,0.015506529249250889,5e-05,0.0032352630514651537,0.016880011186003685,0.0038326655048877
83,0.015538597479462624,5e-05,0.0032468035351485014,0.015179773792624474,0.003570437664166093
84,0.013258056715130806,2.5e-05,0.0028788214549422264,0.013234689831733704,0.0031716921366751194
85,0.013118943199515343,2.5e-05,0.0028287696186453104,0.013394318521022797,0.003198231104761362
86,0.013161289505660534,2.5e-05,0.002811127807945013,0.01347858365625143,0.003170527284964919
87,0.01314702071249485,2.5e-05,0.0027959123253822327,0.013512610457837582,0.003160420572385192
88,0.013209185563027859,2.5e-05,0.0027882277499884367,0.013427984900772572,0.003194080898538232
89,0.012093628756701946,1.25e-05,0.0026503114495426416,0.012600219808518887,0.003000065917149186
90,0.012044757604598999,1.25e-05,0.0026304342318326235,0.01258170697838068,0.002973223337903619
91,0.012051715515553951,1.25e-05,0.002620414597913623,0.012536664493381977,0.00295378640294075
92,0.012037979438900948,1.25e-05,0.002608325332403183,0.01248818077147007,0.00293435319326818
93,0.011606184765696526,6.25e-06,0.0025582800153642893,0.011927993968129158,0.0028875607531517744
94,0.011573468334972858,6.25e-06,0.0025495346635580063,0.01191308069974184,0.002887696260586381
95,0.011556247249245644,6.25e-06,0.002541842870414257,0.011904639191925526,0.002879462204873562
96,0.011532140895724297,6.25e-06,0.002532589016482234,0.011898119933903217,0.0028708053287118673
97,0.011350532062351704,3.125e-06,0.002510103862732649,0.011724616400897503,0.002843586727976799
98,0.011329306289553642,3.125e-06,0.002504341769963503,0.011728253215551376,0.002838416025042534
99,0.011314868927001953,3.125e-06,0.002499520778656006,0.011712431907653809,0.002830754267051816
